Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000001	m_conductrix_genome_proteins	n115	1.0	Terminal	m_conductrix_genome_proteins_PSC70182.1, m_conductrix_genome_proteins_PSC68796.1, m_conductrix_genome_proteins_PSC74508.1	m_conductrix_genome_proteins_PSC74552.1, m_conductrix_genome_proteins_PSC67417.1, m_conductrix_genome_proteins_PSC67416.1
OG0000001	m_conductrix_genome_proteins	n116	1.0	Terminal	m_conductrix_genome_proteins_PSC70182.1	m_conductrix_genome_proteins_PSC68796.1, m_conductrix_genome_proteins_PSC74508.1
OG0000001	m_conductrix_genome_proteins	n117	1.0	Terminal	m_conductrix_genome_proteins_PSC68796.1	m_conductrix_genome_proteins_PSC74508.1
OG0000001	m_conductrix_genome_proteins	n118	1.0	Terminal	m_conductrix_genome_proteins_PSC74552.1	m_conductrix_genome_proteins_PSC67417.1, m_conductrix_genome_proteins_PSC67416.1
OG0000001	m_conductrix_genome_proteins	n119	1.0	Terminal	m_conductrix_genome_proteins_PSC67417.1	m_conductrix_genome_proteins_PSC67416.1
OG0000002	N0	n0	0.6	Non-Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1, c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1, c_vulgaris_genome_proteins_KAI3428844.1, c_sorokiniana_genome_proteins_PRW61031.1, c_sorokiniana_genome_proteins_PRW58690.1, c_variabilis_genome_proteins_XP_005849439.1, c_variabilis_genome_proteins_XP_005843843.1, c_variabilis_genome_proteins_XP_005849438.1, c_variabilis_genome_proteins_XP_005842730.1, c_variabilis_genome_proteins_XP_005842564.1, c_sorokiniana_genome_proteins_PRW60221.1, c_variabilis_genome_proteins_XP_005848796.1, c_variabilis_genome_proteins_XP_005848587.1, c_vulgaris_genome_proteins_KAI3430872.1, m_conductrix_genome_proteins_PSC69335.1, m_conductrix_genome_proteins_PSC67096.1	m_conductrix_genome_proteins_PSC67022.1, m_conductrix_genome_proteins_PSC67038.1, c_vulgaris_genome_proteins_KAI3435604.1, m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1, m_conductrix_genome_proteins_PSC67067.1, m_conductrix_genome_proteins_PSC67594.1, m_conductrix_genome_proteins_PSC67073.1, m_conductrix_genome_proteins_PSC67021.1, m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1, m_conductrix_genome_proteins_PSC76941.1, a99_genome_proteins_scaffold14.g1341.t1, c_sorokiniana_genome_proteins_PRW61567.1, c_sorokiniana_genome_proteins_PRW61566.1, c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1, c_vulgaris_genome_proteins_KAI3434581.1, c_vulgaris_genome_proteins_KAI3434580.1, c_vulgaris_genome_proteins_KAI3434582.1, c_vulgaris_genome_proteins_KAI3430928.1, c_vulgaris_genome_proteins_KAI3435605.1, c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1, m_conductrix_genome_proteins_PSC69379.1, m_conductrix_genome_proteins_PSC68653.1, m_conductrix_genome_proteins_PSC67207.1, m_conductrix_genome_proteins_PSC67713.1, m_conductrix_genome_proteins_PSC76226.1, m_conductrix_genome_proteins_PSC76225.1, m_conductrix_genome_proteins_PSC75096.1, m_conductrix_genome_proteins_PSC68713.1, m_conductrix_genome_proteins_PSC67759.1, m_conductrix_genome_proteins_PSC67744.1, m_conductrix_genome_proteins_PSC67600.1, m_conductrix_genome_proteins_PSC69326.1, m_conductrix_genome_proteins_PSC74416.1, m_conductrix_genome_proteins_PSC67044.1, m_conductrix_genome_proteins_PSC74555.1, m_conductrix_genome_proteins_PSC67725.1, m_conductrix_genome_proteins_PSC67019.1, m_conductrix_genome_proteins_PSC74768.1, m_conductrix_genome_proteins_PSC67580.1, m_conductrix_genome_proteins_PSC67599.1, m_conductrix_genome_proteins_PSC68659.1, m_conductrix_genome_proteins_PSC67063.1, m_conductrix_genome_proteins_PSC67030.1, m_conductrix_genome_proteins_PSC73936.1, m_conductrix_genome_proteins_PSC67709.1, m_conductrix_genome_proteins_PSC67710.1, m_conductrix_genome_proteins_PSC68225.1, m_conductrix_genome_proteins_PSC69623.1, m_conductrix_genome_proteins_PSC76734.1, m_conductrix_genome_proteins_PSC67010.1, m_conductrix_genome_proteins_PSC67032.1, m_conductrix_genome_proteins_PSC67003.1, m_conductrix_genome_proteins_PSC75691.1, m_conductrix_genome_proteins_PSC67636.1, m_conductrix_genome_proteins_PSC75692.1, m_conductrix_genome_proteins_PSC68535.1
OG0000002	N0	n2	0.4	Non-Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1, c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1, c_vulgaris_genome_proteins_KAI3428844.1, c_sorokiniana_genome_proteins_PRW61031.1, c_sorokiniana_genome_proteins_PRW58690.1, c_variabilis_genome_proteins_XP_005849439.1, c_variabilis_genome_proteins_XP_005843843.1, c_variabilis_genome_proteins_XP_005849438.1, c_variabilis_genome_proteins_XP_005842730.1, c_variabilis_genome_proteins_XP_005842564.1, c_sorokiniana_genome_proteins_PRW60221.1, c_variabilis_genome_proteins_XP_005848796.1	c_variabilis_genome_proteins_XP_005848587.1, c_vulgaris_genome_proteins_KAI3430872.1
OG0000002	N0	n3	0.2	Non-Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1, c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1, c_vulgaris_genome_proteins_KAI3428844.1, c_sorokiniana_genome_proteins_PRW61031.1, c_sorokiniana_genome_proteins_PRW58690.1, c_variabilis_genome_proteins_XP_005849439.1, c_variabilis_genome_proteins_XP_005843843.1, c_variabilis_genome_proteins_XP_005849438.1, c_variabilis_genome_proteins_XP_005842730.1, c_variabilis_genome_proteins_XP_005842564.1, c_sorokiniana_genome_proteins_PRW60221.1	c_variabilis_genome_proteins_XP_005848796.1
OG0000002	N0	n4	0.4	Non-Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1, c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1, c_vulgaris_genome_proteins_KAI3428844.1, c_sorokiniana_genome_proteins_PRW61031.1, c_sorokiniana_genome_proteins_PRW58690.1, c_variabilis_genome_proteins_XP_005849439.1, c_variabilis_genome_proteins_XP_005843843.1, c_variabilis_genome_proteins_XP_005849438.1	c_variabilis_genome_proteins_XP_005842730.1, c_variabilis_genome_proteins_XP_005842564.1, c_sorokiniana_genome_proteins_PRW60221.1
OG0000002	c_vulgaris_genome_proteins	n7	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1, c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1	c_vulgaris_genome_proteins_KAI3428844.1
OG0000002	c_vulgaris_genome_proteins	n8	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438359.1, c_vulgaris_genome_proteins_KAI3438365.1	c_vulgaris_genome_proteins_KAI3438363.1, c_vulgaris_genome_proteins_KAI3430967.1
OG0000002	c_vulgaris_genome_proteins	n9	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438359.1	c_vulgaris_genome_proteins_KAI3438365.1
OG0000002	c_vulgaris_genome_proteins	n10	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438363.1	c_vulgaris_genome_proteins_KAI3430967.1
OG0000002	c_sorokiniana_genome_proteins	n11	1.0	Terminal	c_sorokiniana_genome_proteins_PRW61031.1	c_sorokiniana_genome_proteins_PRW58690.1
OG0000002	c_variabilis_genome_proteins	n12	1.0	Terminal	c_variabilis_genome_proteins_XP_005849439.1, c_variabilis_genome_proteins_XP_005843843.1	c_variabilis_genome_proteins_XP_005849438.1
OG0000002	c_variabilis_genome_proteins	n13	1.0	Terminal	c_variabilis_genome_proteins_XP_005849439.1	c_variabilis_genome_proteins_XP_005843843.1
OG0000002	c_variabilis_genome_proteins	n15	1.0	Terminal	c_variabilis_genome_proteins_XP_005842730.1	c_variabilis_genome_proteins_XP_005842564.1
OG0000002	m_conductrix_genome_proteins	n17	1.0	Terminal	m_conductrix_genome_proteins_PSC69335.1	m_conductrix_genome_proteins_PSC67096.1
OG0000002	N0	n18	0.2	Non-Terminal	m_conductrix_genome_proteins_PSC67022.1, m_conductrix_genome_proteins_PSC67038.1	c_vulgaris_genome_proteins_KAI3435604.1, m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1, m_conductrix_genome_proteins_PSC67067.1, m_conductrix_genome_proteins_PSC67594.1, m_conductrix_genome_proteins_PSC67073.1, m_conductrix_genome_proteins_PSC67021.1, m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1, m_conductrix_genome_proteins_PSC76941.1, a99_genome_proteins_scaffold14.g1341.t1, c_sorokiniana_genome_proteins_PRW61567.1, c_sorokiniana_genome_proteins_PRW61566.1, c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1, c_vulgaris_genome_proteins_KAI3434581.1, c_vulgaris_genome_proteins_KAI3434580.1, c_vulgaris_genome_proteins_KAI3434582.1, c_vulgaris_genome_proteins_KAI3430928.1, c_vulgaris_genome_proteins_KAI3435605.1, c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1, m_conductrix_genome_proteins_PSC69379.1, m_conductrix_genome_proteins_PSC68653.1, m_conductrix_genome_proteins_PSC67207.1, m_conductrix_genome_proteins_PSC67713.1, m_conductrix_genome_proteins_PSC76226.1, m_conductrix_genome_proteins_PSC76225.1, m_conductrix_genome_proteins_PSC75096.1, m_conductrix_genome_proteins_PSC68713.1, m_conductrix_genome_proteins_PSC67759.1, m_conductrix_genome_proteins_PSC67744.1, m_conductrix_genome_proteins_PSC67600.1, m_conductrix_genome_proteins_PSC69326.1, m_conductrix_genome_proteins_PSC74416.1, m_conductrix_genome_proteins_PSC67044.1, m_conductrix_genome_proteins_PSC74555.1, m_conductrix_genome_proteins_PSC67725.1, m_conductrix_genome_proteins_PSC67019.1, m_conductrix_genome_proteins_PSC74768.1, m_conductrix_genome_proteins_PSC67580.1, m_conductrix_genome_proteins_PSC67599.1, m_conductrix_genome_proteins_PSC68659.1, m_conductrix_genome_proteins_PSC67063.1, m_conductrix_genome_proteins_PSC67030.1, m_conductrix_genome_proteins_PSC73936.1, m_conductrix_genome_proteins_PSC67709.1, m_conductrix_genome_proteins_PSC67710.1, m_conductrix_genome_proteins_PSC68225.1, m_conductrix_genome_proteins_PSC69623.1, m_conductrix_genome_proteins_PSC76734.1, m_conductrix_genome_proteins_PSC67010.1, m_conductrix_genome_proteins_PSC67032.1, m_conductrix_genome_proteins_PSC67003.1, m_conductrix_genome_proteins_PSC75691.1, m_conductrix_genome_proteins_PSC67636.1, m_conductrix_genome_proteins_PSC75692.1, m_conductrix_genome_proteins_PSC68535.1
OG0000002	m_conductrix_genome_proteins	n19	1.0	Terminal	m_conductrix_genome_proteins_PSC67022.1	m_conductrix_genome_proteins_PSC67038.1
OG0000002	N0	n20	0.4	Non-Terminal	c_vulgaris_genome_proteins_KAI3435604.1, m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1, m_conductrix_genome_proteins_PSC67067.1, m_conductrix_genome_proteins_PSC67594.1, m_conductrix_genome_proteins_PSC67073.1, m_conductrix_genome_proteins_PSC67021.1, m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1, m_conductrix_genome_proteins_PSC76941.1	a99_genome_proteins_scaffold14.g1341.t1, c_sorokiniana_genome_proteins_PRW61567.1, c_sorokiniana_genome_proteins_PRW61566.1, c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1, c_vulgaris_genome_proteins_KAI3434581.1, c_vulgaris_genome_proteins_KAI3434580.1, c_vulgaris_genome_proteins_KAI3434582.1, c_vulgaris_genome_proteins_KAI3430928.1, c_vulgaris_genome_proteins_KAI3435605.1, c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1, m_conductrix_genome_proteins_PSC69379.1, m_conductrix_genome_proteins_PSC68653.1, m_conductrix_genome_proteins_PSC67207.1, m_conductrix_genome_proteins_PSC67713.1, m_conductrix_genome_proteins_PSC76226.1, m_conductrix_genome_proteins_PSC76225.1, m_conductrix_genome_proteins_PSC75096.1, m_conductrix_genome_proteins_PSC68713.1, m_conductrix_genome_proteins_PSC67759.1, m_conductrix_genome_proteins_PSC67744.1, m_conductrix_genome_proteins_PSC67600.1, m_conductrix_genome_proteins_PSC69326.1, m_conductrix_genome_proteins_PSC74416.1, m_conductrix_genome_proteins_PSC67044.1, m_conductrix_genome_proteins_PSC74555.1, m_conductrix_genome_proteins_PSC67725.1, m_conductrix_genome_proteins_PSC67019.1, m_conductrix_genome_proteins_PSC74768.1, m_conductrix_genome_proteins_PSC67580.1, m_conductrix_genome_proteins_PSC67599.1, m_conductrix_genome_proteins_PSC68659.1, m_conductrix_genome_proteins_PSC67063.1, m_conductrix_genome_proteins_PSC67030.1, m_conductrix_genome_proteins_PSC73936.1, m_conductrix_genome_proteins_PSC67709.1, m_conductrix_genome_proteins_PSC67710.1, m_conductrix_genome_proteins_PSC68225.1, m_conductrix_genome_proteins_PSC69623.1, m_conductrix_genome_proteins_PSC76734.1, m_conductrix_genome_proteins_PSC67010.1, m_conductrix_genome_proteins_PSC67032.1, m_conductrix_genome_proteins_PSC67003.1, m_conductrix_genome_proteins_PSC75691.1, m_conductrix_genome_proteins_PSC67636.1, m_conductrix_genome_proteins_PSC75692.1, m_conductrix_genome_proteins_PSC68535.1
OG0000002	m_conductrix_genome_proteins	n22	1.0	Terminal	m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1, m_conductrix_genome_proteins_PSC67067.1, m_conductrix_genome_proteins_PSC67594.1	m_conductrix_genome_proteins_PSC67073.1, m_conductrix_genome_proteins_PSC67021.1, m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1, m_conductrix_genome_proteins_PSC76941.1
OG0000002	m_conductrix_genome_proteins	n23	1.0	Terminal	m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1, m_conductrix_genome_proteins_PSC67067.1	m_conductrix_genome_proteins_PSC67594.1
OG0000002	m_conductrix_genome_proteins	n24	1.0	Terminal	m_conductrix_genome_proteins_PSC67053.1, m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1	m_conductrix_genome_proteins_PSC67067.1
OG0000002	m_conductrix_genome_proteins	n25	1.0	Terminal	m_conductrix_genome_proteins_PSC67053.1	m_conductrix_genome_proteins_PSC67043.1, m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1
OG0000002	m_conductrix_genome_proteins	n26	1.0	Terminal	m_conductrix_genome_proteins_PSC67043.1	m_conductrix_genome_proteins_PSC67111.1, m_conductrix_genome_proteins_PSC67031.1
OG0000002	m_conductrix_genome_proteins	n27	1.0	Terminal	m_conductrix_genome_proteins_PSC67111.1	m_conductrix_genome_proteins_PSC67031.1
OG0000002	m_conductrix_genome_proteins	n28	1.0	Terminal	m_conductrix_genome_proteins_PSC67073.1, m_conductrix_genome_proteins_PSC67021.1	m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1, m_conductrix_genome_proteins_PSC76941.1
OG0000002	m_conductrix_genome_proteins	n29	1.0	Terminal	m_conductrix_genome_proteins_PSC67073.1	m_conductrix_genome_proteins_PSC67021.1
OG0000002	m_conductrix_genome_proteins	n30	1.0	Terminal	m_conductrix_genome_proteins_PSC67027.1, m_conductrix_genome_proteins_PSC67037.1	m_conductrix_genome_proteins_PSC76941.1
OG0000002	m_conductrix_genome_proteins	n31	1.0	Terminal	m_conductrix_genome_proteins_PSC67027.1	m_conductrix_genome_proteins_PSC67037.1
OG0000002	c_sorokiniana_genome_proteins	n35	1.0	Terminal	c_sorokiniana_genome_proteins_PRW61567.1	c_sorokiniana_genome_proteins_PRW61566.1
OG0000002	c_vulgaris_genome_proteins	n36	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1, c_vulgaris_genome_proteins_KAI3434581.1, c_vulgaris_genome_proteins_KAI3434580.1, c_vulgaris_genome_proteins_KAI3434582.1	c_vulgaris_genome_proteins_KAI3430928.1, c_vulgaris_genome_proteins_KAI3435605.1, c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n37	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1, c_vulgaris_genome_proteins_KAI3434581.1	c_vulgaris_genome_proteins_KAI3434580.1, c_vulgaris_genome_proteins_KAI3434582.1
OG0000002	c_vulgaris_genome_proteins	n38	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438358.1, c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1	c_vulgaris_genome_proteins_KAI3434581.1
OG0000002	c_vulgaris_genome_proteins	n39	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438358.1	c_vulgaris_genome_proteins_KAI3438361.1, c_vulgaris_genome_proteins_KAI3438364.1
OG0000002	c_vulgaris_genome_proteins	n40	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438361.1	c_vulgaris_genome_proteins_KAI3438364.1
OG0000002	c_vulgaris_genome_proteins	n41	1.0	Terminal	c_vulgaris_genome_proteins_KAI3434580.1	c_vulgaris_genome_proteins_KAI3434582.1
OG0000002	c_vulgaris_genome_proteins	n42	1.0	Terminal	c_vulgaris_genome_proteins_KAI3430928.1	c_vulgaris_genome_proteins_KAI3435605.1, c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n43	1.0	Terminal	c_vulgaris_genome_proteins_KAI3435605.1	c_vulgaris_genome_proteins_KAI3435603.1, c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n44	1.0	Terminal	c_vulgaris_genome_proteins_KAI3435603.1	c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1, c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n45	1.0	Terminal	c_vulgaris_genome_proteins_KAI3435602.1, c_vulgaris_genome_proteins_KAI3435599.1	c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1, c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n46	1.0	Terminal	c_vulgaris_genome_proteins_KAI3435602.1	c_vulgaris_genome_proteins_KAI3435599.1
OG0000002	c_vulgaris_genome_proteins	n47	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438367.1, c_vulgaris_genome_proteins_KAI3427445.1	c_vulgaris_genome_proteins_KAI3427446.1, c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n48	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438367.1	c_vulgaris_genome_proteins_KAI3427445.1
OG0000002	c_vulgaris_genome_proteins	n49	1.0	Terminal	c_vulgaris_genome_proteins_KAI3427446.1	c_vulgaris_genome_proteins_KAI3430959.1, c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n50	1.0	Terminal	c_vulgaris_genome_proteins_KAI3430959.1	c_vulgaris_genome_proteins_KAI3430960.1, c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n51	1.0	Terminal	c_vulgaris_genome_proteins_KAI3430960.1	c_vulgaris_genome_proteins_KAI3427280.1, c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n52	1.0	Terminal	c_vulgaris_genome_proteins_KAI3427280.1	c_vulgaris_genome_proteins_KAI3438357.1, c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
OG0000002	c_vulgaris_genome_proteins	n53	1.0	Terminal	c_vulgaris_genome_proteins_KAI3438357.1	c_vulgaris_genome_proteins_KAI3435601.1, c_vulgaris_genome_proteins_KAI3435600.1, c_vulgaris_genome_proteins_KAI3438362.1, c_vulgaris_genome_proteins_KAI3438349.1, c_vulgaris_genome_proteins_KAI3430966.1
